Month,aaa,qqq,www,eee,rrr,Commercial,Industrial,Residential,Vehicle Fuel,Electric Power
13-Apr,249.295,600.591,366.42,2.469,564.827,8.309833333,20.0197,12.214,0.0823,18.82756667
13-Mar,393.457,654.009,662.262,2.552,603.91,13.11523333,21.8003,22.0754,0.085066667,20.13033333
13-Feb,429.014,622.193,750.082,2.305,568.388,14.30046667,20.73976667,25.00273333,0.076833333,18.94626667
13-Jan,478.984,676.303,872.291,2.552,631.685,15.96613333,22.54343333,29.07636667,0.085066667,21.05616667
12-Dec,390.835,649.613,670.344,2.538,599.502,13.02783333,21.65376667,22.3448,0.0846,19.9834
12-Nov,308.076,617.247,482.134,2.457,579.745,10.2692,20.5749,16.07113333,0.0819,19.32483333
12-Oct,212.768,602.786,240.105,2.538,669.195,7.092266667,20.09286667,8.0035,0.0846,22.3065
12-Sep,141.657,575.034,118.611,2.457,802.588,4.7219,19.1678,3.9537,0.0819,26.75293333
12-Aug,133.475,587.219,105.604,2.538,1003.938,4.449166667,19.57396667,3.520133333,0.0846,33.4646
12-Jul,124.496,575.079,107.517,2.538,1081.688,4.149866667,19.1693,3.5839,0.0846,36.05626667
12-Jun,131.071,565.812,123.336,2.457,879.881,4.369033333,18.8604,4.1112,0.0819,29.32936667
12-May,149.137,576.282,163.083,2.538,812.467,4.971233333,19.2094,5.4361,0.0846,27.08223333
12-Apr,208.94,579.515,279.211,2.457,714.338,6.964666667,19.31716667,9.307033333,0.0819,23.81126667
12-Mar,261.564,608.538,403.15,2.538,674.099,8.7188,20.2846,13.43833333,0.0846,22.46996667
12-Feb,387.045,623.215,662.056,2.375,644.53,12.9015,20.77383333,22.06853333,0.079166667,21.48433333
12-Jan,445.861,665.876,794.368,2.538,648.823,14.86203333,22.19586667,26.47893333,0.0846,21.62743333
11-Dec,400.205,642.06,693.232,2.546,613.894,13.34016667,21.402,23.10773333,0.084866667,20.46313333
11-Nov,286.449,594.199,434.502,2.464,542.546,9.5483,19.80663333,14.4834,0.082133333,18.08486667
11-Oct,206.142,570.646,225.506,2.546,574.932,6.8714,19.02153333,7.516866667,0.084866667,19.1644
11-Sep,141.634,549.196,122.751,2.464,684.198,4.721133333,18.30653333,4.0917,0.082133333,22.8066
11-Aug,137.962,553.67,112.28,2.546,921.449,4.598733333,18.45566667,3.742666667,0.084866667,30.71496667
11-Jul,130.147,542.556,114.187,2.546,938.575,4.338233333,18.0852,3.806233333,0.084866667,31.28583333
11-Jun,133.856,535.44,132.672,2.464,699.414,4.461866667,17.848,4.4224,0.082133333,23.3138
11-May,166.25,563.102,205.399,2.546,571.998,5.541666667,18.77006667,6.846633333,0.084866667,19.0666
11-Apr,232.006,568.804,340.552,2.464,521.453,7.733533333,18.96013333,11.35173333,0.082133333,17.38176667
11-Mar,360.938,615.767,594.929,2.546,481.926,12.03126667,20.52556667,19.83096667,0.084866667,16.0642
11-Feb,431.732,599.754,767.994,2.299,483.686,14.39106667,19.9918,25.5998,0.076633333,16.12286667
11-Jan,527.999,658.927,969.775,2.546,539.792,17.59996667,21.96423333,32.32583333,0.084866667,17.99306667
10-Dec,467.371,641.361,847.001,2.434,564.274,15.57903333,21.3787,28.23336667,0.081133333,18.80913333
10-Nov,286.696,576.758,446.801,2.356,496.539,9.556533333,19.22526667,14.89336667,0.078533333,16.5513
10-Oct,185.337,546.52,201.58,2.434,570.363,6.1779,18.21733333,6.719333333,0.081133333,19.0121
10-Sep,132.944,535.739,117.299,2.356,696.723,4.431466667,17.85796667,3.909966667,0.078533333,23.2241
10-Aug,126.673,539.366,107.074,2.434,943.002,4.222433333,17.97886667,3.569133333,0.081133333,31.4334
10-Jul,120.183,537.138,111.307,2.434,897.182,4.0061,17.9046,3.710233333,0.081133333,29.90606667
10-Jun,129.712,529.191,134.038,2.356,705.665,4.323733333,17.6397,4.467933333,0.078533333,23.52216667
10-May,161.154,544.323,197.513,2.434,559.665,5.3718,18.1441,6.583766667,0.081133333,18.6555
10-Apr,215.375,537.745,313.171,2.356,471.481,7.179166667,17.92483333,10.43903333,0.078533333,15.71603333
10-Mar,337.183,598.498,579.243,2.434,456.864,11.23943333,19.94993333,19.3081,0.081133333,15.2288
10-Feb,440.859,595.295,794.779,2.199,479.615,14.6953,19.84316667,26.49263333,0.0733,15.98716667
10-Jan,499.107,644.259,932.605,2.434,545.811,16.6369,21.4753,31.08683333,0.081133333,18.1937
09-Dec,428.665,595.763,764.286,2.315,519.846,14.28883333,19.85876667,25.4762,0.077166667,17.3282
09-Nov,251.343,532.696,376.488,2.241,457.085,8.3781,17.75653333,12.5496,0.0747,15.23616667
09-Oct,198.631,521.88,251.028,2.315,537.013,6.621033333,17.396,8.3676,0.077166667,17.90043333
09-Sep,131.405,483.796,119.681,2.241,690.011,4.380166667,16.12653333,3.989366667,0.0747,23.00036667
09-Aug,128.831,495.412,111.479,2.315,840.317,4.294366667,16.51373333,3.715966667,0.077166667,28.01056667
09-Jul,128.095,476.27,118.624,2.315,778.017,4.269833333,15.87566667,3.954133333,0.077166667,25.9339
09-Jun,133.503,459.11,141.121,2.241,642.797,4.4501,15.30366667,4.704033333,0.0747,21.42656667
09-May,166.233,467.679,201.447,2.315,515.476,5.5411,15.5893,6.7149,0.077166667,17.18253333
09-Apr,249.12,492.412,390.344,2.241,451.395,8.304,16.41373333,13.01146667,0.0747,15.0465
09-Mar,358.253,535.671,600.328,2.315,499.678,11.94176667,17.8557,20.01093333,0.077166667,16.65593333
09-Feb,426.622,523.688,756.341,2.091,453.472,14.22073333,17.45626667,25.21136667,0.0697,15.11573333
09-Jan,517.891,582.995,947.74,2.315,487.426,17.26303333,19.43316667,31.59133333,0.077166667,16.24753333
08-Dec,422.761,553.255,771.868,2.201,476.394,14.09203333,18.44183333,25.72893333,0.073366667,15.8798
08-Nov,275.603,546.277,433.37,2.13,457.591,9.186766667,18.20923333,14.44566667,0.071,15.25303333
08-Oct,185.477,537.665,218.058,2.201,545.244,6.182566667,17.92216667,7.2686,0.073366667,18.1748
08-Sep,129.153,477.778,118.1,2.13,602.565,4.3051,15.92593333,3.936666667,0.071,20.0855
08-Aug,126.688,528.741,111.287,2.201,762.946,4.222933333,17.6247,3.709566667,0.073366667,25.43153333
08-Jul,127.749,525.607,118.416,2.201,782.039,4.2583,17.52023333,3.9472,0.073366667,26.06796667
08-Jun,133.735,513.401,144.313,2.13,665.436,4.457833333,17.11336667,4.810433333,0.071,22.1812
08-May,179.744,542.602,230.229,2.201,475.467,5.991466667,18.08673333,7.6743,0.073366667,15.8489
08-Apr,255.171,557.357,388.459,2.13,469.607,8.5057,18.57856667,12.94863333,0.071,15.65356667
08-Mar,380.467,609.93,656.262,2.201,460.763,12.68223333,20.331,21.8754,0.073366667,15.35876667
08-Feb,458.833,617.738,818.272,2.059,438.868,15.29443333,20.59126667,27.27573333,0.068633333,14.62893333
08-Jan,477.148,659.829,883.643,2.201,531.46,15.90493333,21.9943,29.45476667,0.073366667,17.71533333
07-Dec,394.952,614.573,716.871,2.094,497.505,13.16506667,20.48576667,23.8957,0.0698,16.5835
07-Nov,257.247,568.218,405.477,2.026,448.18,8.5749,18.9406,13.5159,0.067533333,14.93933333
07-Oct,157.691,540.961,174.272,2.094,604.092,5.256366667,18.03203333,5.809066667,0.0698,20.1364
07-Sep,127.32,517.561,116.439,2.026,683.327,4.244,17.25203333,3.8813,0.067533333,22.77756667
07-Aug,127.081,531.132,112.015,2.094,969.433,4.236033333,17.7044,3.733833333,0.0698,32.31443333
07-Jul,122.408,510.518,117.616,2.094,760.521,4.080266667,17.01726667,3.920533333,0.0698,25.3507
07-Jun,134.769,510.823,137.169,2.026,628.467,4.4923,17.02743333,4.5723,0.067533333,20.9489
07-May,168.349,521.172,215.724,2.094,507.089,5.611633333,17.3724,7.1908,0.0698,16.90296667
07-Apr,259.849,539.684,407.708,2.026,453.144,8.661633333,17.98946667,13.59026667,0.067533333,15.1048
07-Mar,354.274,578.474,616.531,2.094,416.015,11.80913333,19.28246667,20.55103333,0.0698,13.86716667
07-Feb,477.253,599.687,899.461,1.891,425.485,15.90843333,19.98956667,29.98203333,0.063033333,14.18283333
07-Jan,431.711,621.914,803.075,2.094,448.149,14.39036667,20.73046667,26.76916667,0.0698,14.9383
06-Dec,346.668,579.073,623.595,2.016,414.365,11.5556,19.30243333,20.7865,0.0672,13.81216667
06-Nov,256.21,554.208,413.409,1.951,396.586,8.540333333,18.4736,13.7803,0.065033333,13.21953333
06-Oct,187.618,544.311,240.448,2.016,527.532,6.253933333,18.1437,8.014933333,0.0672,17.5844
06-Sep,133.02,520.351,124.922,1.951,548.321,4.434,17.34503333,4.164066667,0.065033333,18.27736667
06-Aug,126.396,530.783,108.439,2.016,840.197,4.2132,17.69276667,3.614633333,0.0672,28.00656667
06-Jul,121.913,512.194,115.586,2.016,863.531,4.063766667,17.07313333,3.852866667,0.0672,28.78436667
06-Jun,134.267,508.098,141.157,1.951,629.66,4.475566667,16.9366,4.705233333,0.065033333,20.98866667
06-May,160.316,520.1,203.512,2.016,504.409,5.343866667,17.33666667,6.783733333,0.0672,16.81363333
06-Apr,225.687,534.14,355.496,1.951,426.027,7.5229,17.80466667,11.84986667,0.065033333,14.2009
06-Mar,352.874,584.38,625.925,2.016,406.97,11.76246667,19.47933333,20.86416667,0.0672,13.56566667
06-Feb,390.067,559.052,702.28,1.821,346.138,13.00223333,18.63506667,23.40933333,0.0607,11.53793333
06-Jan,396.993,579.855,713.698,2.016,318.364,13.2331,19.3285,23.78993333,0.0672,10.61213333
05-Dec,413.844,576.502,771.237,1.944,406.226,13.7948,19.21673333,25.7079,0.0648,13.54086667
05-Nov,240.134,527.303,387.025,1.881,373.351,8.004466667,17.57676667,12.90083333,0.0627,12.44503333
05-Oct,162.077,501.875,202.172,1.944,434.692,5.402566667,16.72916667,6.739066667,0.0648,14.48973333
05-Sep,126.731,477.413,118.261,1.881,577.543,4.224366667,15.91376667,3.942033333,0.0627,19.25143333
05-Aug,123.903,526.148,112.6,1.944,791.293,4.1301,17.53826667,3.753333333,0.0648,26.37643333
05-Jul,124.649,521.733,122.282,1.944,777,4.154966667,17.3911,4.076066667,0.0648,25.9
05-Jun,135.458,516.522,152.02,1.881,594.137,4.515266667,17.2174,5.067333333,0.0627,19.80456667
05-May,173.748,540.722,247.525,1.944,422.978,5.7916,18.02406667,8.250833333,0.0648,14.09926667
05-Apr,242.656,566.13,384.163,1.881,390.358,8.088533333,18.871,12.80543333,0.0627,13.01193333
05-Mar,377.031,604.866,678.019,1.944,386.309,12.5677,20.1622,22.60063333,0.0648,12.87696667
05-Feb,411.963,590.965,759.126,1.755,330.547,13.7321,19.69883333,25.3042,0.0585,11.01823333
05-Jan,466.725,650.989,892.345,1.944,384.71,15.5575,21.69963333,29.74483333,0.0648,12.82366667
04-Dec,401.76,660.229,725.603,1.737,386.69,13.392,22.00763333,24.18676667,0.0579,12.88966667
04-Nov,256.336,606.591,407.202,1.681,376.169,8.544533333,20.2197,13.5734,0.056033333,12.53896667
04-Oct,175.142,593.409,216.417,1.737,439.841,5.838066667,19.7803,7.2139,0.0579,14.66136667
04-Sep,132.058,569.609,124.924,1.681,529.44,4.401933333,18.98696667,4.164133333,0.056033333,17.648
04-Aug,128.662,583.113,119.809,1.737,612.571,4.288733333,19.4371,3.993633333,0.0579,20.41903333
04-Jul,128.669,570.65,124.882,1.737,626.401,4.288966667,19.02166667,4.162733333,0.0579,20.88003333
04-Jun,138.786,562.774,144.885,1.681,508.14,4.6262,18.75913333,4.8295,0.056033333,16.938
04-May,172.982,568.079,213.645,1.737,485.114,5.766066667,18.93596667,7.1215,0.0579,16.17046667
04-Apr,253.143,585.952,379.642,1.681,389.328,8.4381,19.53173333,12.65473333,0.056033333,12.9776
04-Mar,357.088,627.15,591.428,1.737,375.203,11.90293333,20.905,19.71426667,0.0579,12.50676667
04-Feb,477.627,648.777,857.45,1.625,373.466,15.9209,21.6259,28.58166667,0.054166667,12.44886667
04-Jan,506.719,680.076,962.91,1.737,361.401,16.89063333,22.6692,32.097,0.0579,12.0467
03-Dec,387.647,645.086,738.596,1.552,335.81,12.92156667,21.50286667,24.61986667,0.051733333,11.19366667
03-Nov,256.26,596.599,413.663,1.502,348.129,8.542,19.88663333,13.78876667,0.050066667,11.6043
03-Oct,176.727,598.581,231.558,1.552,408.817,5.8909,19.9527,7.7186,0.051733333,13.62723333
03-Sep,136.088,564.407,128.621,1.502,468.51,4.536266667,18.81356667,4.287366667,0.050066667,15.617
03-Aug,130.829,580.776,115.852,1.552,683.513,4.360966667,19.3592,3.861733333,0.051733333,22.78376667
03-Jul,131.884,574.374,126.624,1.552,630.27,4.396133333,19.1458,4.2208,0.051733333,21.009
03-Jun,134.302,511.339,157.454,1.502,435.598,4.476733333,17.04463333,5.248466667,0.050066667,14.51993333
03-May,179.065,557.167,247.693,1.552,394.021,5.968833333,18.57223333,8.256433333,0.051733333,13.13403333
03-Apr,261.069,574.624,414.495,1.502,352.164,8.7023,19.15413333,13.8165,0.050066667,11.7388
03-Mar,388.19,615.956,674.582,1.552,361.243,12.93966667,20.53186667,22.48606667,0.051733333,12.04143333
03-Feb,482.485,643.666,884.238,1.402,334.698,16.08283333,21.45553333,29.4746,0.046733333,11.1566
03-Jan,514.945,687.821,945.975,1.552,382.443,17.16483333,22.92736667,31.5325,0.051733333,12.7481
02-Dec,419.358,661.782,771.634,1.27,360.123,13.9786,22.0594,25.72113333,0.042333333,12.0041
02-Nov,298.091,632.273,483.192,1.229,351.612,9.936366667,21.07576667,16.1064,0.040966667,11.7204
02-Oct,199.288,613.448,250.573,1.27,442.357,6.642933333,20.44826667,8.352433333,0.042333333,14.74523333
02-Sep,141.457,573.31,123.904,1.229,568.699,4.715233333,19.11033333,4.130133333,0.040966667,18.95663333
02-Aug,135.717,611.822,115.678,1.27,717.592,4.5239,20.39406667,3.855933333,0.042333333,23.91973333
02-Jul,136.841,605.786,125.065,1.27,733.887,4.561366667,20.19286667,4.168833333,0.042333333,24.4629
02-Jun,146.151,595.674,159.973,1.229,550.941,4.8717,19.8558,5.332433333,0.040966667,18.3647
02-May,192.07,611.973,255.083,1.27,410.108,6.402333333,20.3991,8.502766667,0.042333333,13.67026667
02-Apr,267.206,646.534,415.196,1.229,404.384,8.906866667,21.55113333,13.83986667,0.040966667,13.47946667
02-Mar,372.845,655.854,660.43,1.27,406.516,12.42816667,21.8618,22.01433333,0.042333333,13.55053333
02-Feb,399.911,632.621,712.863,1.147,344.243,13.33036667,21.08736667,23.7621,0.038233333,11.47476667
02-Jan,435.234,686.108,815.227,1.27,381.434,14.5078,22.87026667,27.17423333,0.042333333,12.71446667
01-Dec,346.038,642.556,609.025,1.235,367.018,11.5346,21.41853333,20.30083333,0.041166667,12.23393333
01-Nov,230.554,618.95,360.721,1.195,350.549,7.685133333,20.63166667,12.02403333,0.039833333,11.68496667
01-Oct,185.356,617.291,237.466,1.235,466.08,6.178533333,20.57636667,7.915533333,0.041166667,15.536
01-Sep,143.342,578.59,127.482,1.195,510.262,4.778066667,19.28633333,4.2494,0.039833333,17.00873333
01-Aug,133.687,589.875,116.934,1.235,686.753,4.456233333,19.6625,3.8978,0.041166667,22.89176667
01-Jul,130.415,570.067,123.777,1.235,634.425,4.347166667,19.00223333,4.1259,0.041166667,21.1475
01-Jun,135.449,536.82,146.837,1.195,492.819,4.514966667,17.894,4.894566667,0.039833333,16.4273
01-May,164.146,576.532,209.327,1.235,433.923,5.471533333,19.21773333,6.977566667,0.041166667,14.4641
01-Apr,255.361,622.054,400.728,1.195,384.494,8.512033333,20.73513333,13.3576,0.039833333,12.81646667
01-Mar,375.688,664.918,681.884,1.235,362.843,12.52293333,22.16393333,22.72946667,0.041166667,12.09476667
01-Feb,422.407,640.026,780.482,1.115,312.843,14.08023333,21.3342,26.01606667,0.037166667,10.4281
01-Jan,500.267,686.54,976.677,1.235,340.292,16.67556667,22.88466667,32.5559,0.041166667,11.34306667
